title,post_body,price,location,url,bedrooms,bathrooms,datetime,latitude,longitude,cats_allowed,dogs_allowed,geometry,district,post_length
newly renovated beautiful 1 bed in ues.,"newly renovated beautiful 1 bed in ues. listing id #: 267870 address: 1420-1422 third avenue, #3rn price: $2,700 property type: apartment bedrooms: 1.0 bathrooms: 1.0 pets: pets ok building amenities subway apartment amenities dining room dishwasher eat in kitchen hardwood renovated city view microwave stainless steel appliances available feb 1st: renovated 1 bedroom and 1 bathroom, 3rd floor walk up apartment located in the heart of the upper east side for a phenomenal price! pet friendly! apartment features exposed brick wall and a faux fireplace. kitchen features stainless steel appliances. please note this is a lease assignment from feb1 till the end of september with the option of renewal. close to 4,5,6 train and lenox hill hospital. few blocks away from central park, the met and a variety of shopping and dining choices. water and heat included. tenant pays electricity bill via con ed. renter’s insurance is already paid for and i can transfer it to your name. lease is february 1, 2024 - september 30, 2024 andrea cortese phone: (212) 227-0021 mobile: (914) 349-1626 email: acortese@kw.com keller williams nyc   (212) 227-0021   (914) 349-1626   acortese@kw.com posted by realtymx™ to view, call or text andrea cortese at (914) 349-1626",2700,upper east side,https://newyork.craigslist.org/mnh/apa/d/new-york-newly-renovated-beautiful-bed/7705398872.html,1,1.0,['2024-01-08 11:10'],40.775425,-73.95682,1,1,POINT (-73.95682 40.775425),Manhattan,1256.0
luxurious / renovated 1 br apartment located in the south bronx,"luxurious / renovated 1 br apartment located in the south bronx. re-finished hardwood floors throughout, freshly painted. updated stainless steel kitchen appliances. bedrooms with large closets and storage space, large living room. located on fourth floor of walk up building. excellent opportunity to commute into manhattan, close to subway. lots of windows and natural sunlight.",1000,bronx,https://newyork.craigslist.org/brx/apa/d/bronx-luxurious-renovated-br-apartment/7705398612.html,1,1.0,['2024-01-08 11:10'],40.8153,-73.9072,1,1,POINT (-73.9072 40.8153),Bronx,380.0
🎊huge 5 bed 2 bath duplex ave.🎊private backyard🎊,"requirement:680 credit score income 40 x the rent yearly income combined strong guarantors are welcomed huge m 5 bedroom 2 bathroom duplex apartment with in-unit laundry and a private backyard!* located in prime bushwick area. conveniently close to the j/m/z train lines and various bus lines for a fast and easy commute. steps from many bars restaurants and many shops. features *5 huge bedrooms with closets, 2 modern full baths. *access to private backyard! *virtual doorman *in-unit laundry *kitchen with ss appliances *hardwood floors *high ceiling *hardwood floor *sun-kissed unit *a short one block walk to the m/j train* contact semi 2063198023 requirement:680 credit score income 40 x the rent yearly income combined strong guarantors are welcomed",4400,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-bed-bath-duplex/7705398483.html,5,2.0,['2024-01-08 11:09'],40.6954,-73.9288,1,1,POINT (-73.9288 40.6954),Brooklyn,756.0
🤩 3 bed 1 bath  duplex apt in williamsburg✨huge basement ✨free month,"stunning 3bed/1bath duplex with a massive lower level. this gem is located in the heart of prime williamsburg with one of the coolest interior designs around! unit has high ceilings with exposed wooden beams. rooms can fit queen sizes beds comfortably. kitchen has stainless steel appliances, dishwasher, microwave. located right between the bedford l and the marcy jmz, this location has something to offer for everyone! schedule your appointment today contact semi 2063198023 requirement:680 credit score an income is 40’x the rent yearly income",5800,williamsburg,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-bath-duplex-apt-in/7705398290.html,3,,['2024-01-08 11:09'],40.7123,-73.9526,1,1,POINT (-73.9526 40.7123),Brooklyn,547.0
🍾spacious under renovation 5 bed 2 bath duplex apt near domino park🍾,recently renovated stunning 5  bed 2 bath duplex apt  in williamsburg. unit has an extra bonus room. this unit gets good sunlight. 2 common area space one on each level . bedrooms can fit a king size bed along with big closet. common area is spacious with high ceilings. unit has access to a shared backyard with neighbors next door. 1  that leads to backyard. requirement: 680 credit score an income is 40 x the rent yearly income guarantor allowed,7200,williamsburg,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-under-renovation-bed/7705397629.html,5,2.0,['2024-01-08 11:08'],40.7126,-73.9604,1,1,POINT (-73.9604 40.7126),Brooklyn,449.0
✨huge 4 bed 2 bath apt in bedstuy✨near lots of shops and restaurants,"huge 4 bed 2 bath apt in bedstuy. rooms can fit queen/king size bedrooms. unit gets amazing sunlight from all bedrooms. kitchen has stainless steel appliances. bathrooms have deep soaking tub. features -sunkissed unit -large windows in all rooms -huge living - big closets -ss appliances & plenty of cabinet storage -hardwood floor -2 full modern bath -laundry in building located close to the a/c train lines and various bus lines for a fast and easy commute. close to many bars, restaurants, cafe, grocery stores and other shops. requirement:680 credit score and income is 40 x the rent yearly income.",3500,bedstuy,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-bed-bath-apt-in/7705397481.html,4,2.0,['2024-01-08 11:07'],40.6791,-73.9402,1,1,POINT (-73.9402 40.6791),Brooklyn,603.0
"spacious sunny 1 bedroom steps from prospect park q,b,s trains","available now small building top floor pet friendly queen size bedroom superb location rutland road between flatbush and bedford avenue bright and airy 1 bedroom in a small well kept building. prime pristine apartment with hardwood floors, well sized rooms, good kitchen and bath. conveniently located near subway, busy shopping, great eateries and steps from prospect park and botanic garden. broker",2150,prospect lefferts,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-sunny-bedroom-steps/7705393205.html,1,1.0,['2024-01-08 10:58'],40.658779,-73.960519,1,1,POINT (-73.960519 40.658779),Brooklyn,400.0
cozy one bedroom apartment in heart of park slope,"great location!!!! 1 bedroom apartment on the 3rd floor walk-up building updated open kitchen with plenty of sunlight full bathroom with wall to floor tiles hardwood floors heat and hot water included small pets 3 blocks away from union subway station (n/w/r/d trains) conveniently located near 5th avenue's amenities available february 1, 2024 call or text 347-935-1301",2100,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-cozy-one-bedroom-apartment-in/7705391214.html,1,1.0,['2024-01-08 10:53'],40.674504,-73.983414,1,1,POINT (-73.983414 40.674504),Brooklyn,370.0
massive renovated detached 3br-2.5bath colonial in rego park crescents,"massive renovated detached 3br-2.5bath colonial in rego park crescents impressive colonial on large lot, desirable combination of character, charm, location, renovation, and size. majestic entrance with paved porch and victorian arched windows, beautiful decorative mix of brick and stone facade, preseved period detail throughout 1st fl: x-large living room with wood burning fireplace, stone accents, sconce lighting, spacious formal dining room, renovated fully equipped eat-in-kitchen with granite counters, ample cabinets and storage space, breakfast nook, half bath, separate entry leading to lush green spacious backyard, attached garage with driveway 2nd fl: 3x large bedrooms, comfortable luxurious full bath with tub and additional shower stall, veranda, generous closet space. finished basement with family room, full bathroom, storage and laundry room ac's already installed located on picturesque tree lined street in a private yet convenient location in the rego park crescents zoned for ps 174 and russell sage middle school short walk to 63rd drive r/m station. 30 minutes to nyc. all shopping and conveniences immediately accessible on foot available for asap. excellent for entertaining. corporate housing and diplomats welcome",5200,rego park,https://newyork.craigslist.org/que/apa/d/rego-park-massive-renovated-detached/7705390943.html,3,,['2024-01-08 10:52'],40.723354,-73.863305,0,0,POINT (-73.863305 40.723354),Queens,1245.0
triplex loft! bushwick one of a kind apartment,"once in a lifetime opportunity to live in this clock tower triplex loft. sprawling 3 floors , super high ceilings, manhattan views. there is no other apartment like this! laundry in building parking available (additional charge) myrtle / broadway jmz is 2 minutes away morgan l train is 5 minutes away no fee call / text to view ===347===820===8054===",6000,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-triplex-loft-bushwick-one-of/7705390116.html,2,1.0,['2024-01-08 10:50'],40.698821,-73.934598,1,1,POINT (-73.934598 40.698821),Brooklyn,351.0
sunny 1 bed - east williamsburg - h/hw included wow wow,large 1 bedroom located in east williamsburg elevator building h/hw included king sized bedroom call / text to view ===347===820===8054===,2700,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-bed-east-williamsburg-hw/7705389852.html,1,1.0,['2024-01-08 10:50'],40.704125,-73.942494,1,1,POINT (-73.942494 40.704125),Brooklyn,138.0
williamsburg - luxury building - perfect apartment - domino park area,"incredible 2 bedroom in prime williamsburg 1 block from domino park perfect layout chevron wood floors 2 balconies lobby gym sauna limited photos, text me for a video of the entire apartment. no fee call / text to view ==347==820==8054==",5700,williamsburg,https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-luxury-building/7705389449.html,2,1.0,['2024-01-08 10:49'],40.716129,-73.958416,1,1,POINT (-73.958416 40.716129),Brooklyn,237.0
classic 6 in washington heights:  $4800 - $5000,"enjoy stunning hudson river views and dramatic sunsets from this sprawling 3 bedroom / 2 bathroom home. building features a laundry room, package room, storage and live-in super and is situated in a beautiful residential enclave on the hudson river waterfront. just steps away from bustling broadway and the subway, enjoy not only the bucolic beauty of the hudson river parks but convenient transportation to and from midtown manhattan.",5000,inwood / wash hts,https://newyork.craigslist.org/mnh/apa/d/new-york-classic-in-washington-heights/7705387321.html,3,2.0,['2024-01-08 10:43'],40.834125,-73.948248,1,1,POINT (-73.948248 40.834125),Manhattan,436.0
